Tower_ID,temperature_c,battery_health,Power_Consumption_W,signal_drop_rate,Fan_Speed_RPM,Humidity_Percent,Traffic_Load,Tower_Age_Years,hardware_failure
8117,61.3,43.62,1208,54,2090,24,2108,6,1
8118,23.1,43.51,2978,67,1630,72,1144,6,1
8119,58,43.63,1121,95,905,29,2339,2,1
8120,67,50.11,1634,62,2344,23,762,7,1
8121,68.6,47.84,2266,65,1190,77,4854,12,1
8122,44.1,48.25,509,40,1067,47,2782,2,1
8123,27.1,42.4,1000,88,2672,75,3240,14,1
8124,34.1,42.48,2307,83,2120,61,1745,12,1
8125,44.3,43.23,1596,80,2253,20,2542,12,1
8126,66.9,44.2,1526,81,3293,50,2775,6,1
8127,30.6,50.47,1700,46,1109,23,2761,15,1
8128,30.4,53.1,1849,90,3482,34,1314,13,0
8129,20.5,43.1,1385,43,1194,47,4800,5,1
8130,66.1,42.59,2399,98,2431,22,2297,9,1
8131,59.7,49.08,2229,92,1863,32,1753,3,1
8132,64.1,48.42,621,62,842,30,4453,9,1
8133,50.3,42.46,1029,42,1300,95,2833,12,1
8134,68.6,49.61,2147,97,947,55,2707,7,1
8135,29.1,49.89,2650,52,1043,29,3355,4,1
8136,58.2,51.36,1411,46,1989,59,1676,12,1
8137,47.2,46.31,979,74,2373,80,3443,6,0
8138,51.7,49.91,1776,54,2415,32,2548,13,1
8139,60.4,46.38,2053,47,1100,49,482,12,1
8140,54.2,50.35,2648,64,2704,84,822,4,0
8141,64.3,44.09,1900,95,1352,55,1310,10,1
8142,41.1,48.5,2424,54,2791,70,3904,9,1
8143,41.9,53.78,2149,93,3448,74,4318,12,0
8144,22.4,45.1,2964,94,1580,35,3579,3,0
8145,28.2,46.19,1446,80,1297,30,2927,8,0
8146,53,49.44,695,94,810,76,675,10,1
8147,56.3,43.13,2465,48,1993,77,4559,2,1
8148,32.5,48.56,2539,42,1951,54,359,3,1
8149,25.3,46.32,1384,65,2744,44,4593,5,0
8150,51,51.29,2362,46,3295,81,631,1,1
8151,34.2,42.08,2204,40,3058,65,487,8,1
8152,45.8,52.5,2938,47,3171,81,1173,4,1
8153,23.1,48.58,2433,79,1640,64,1878,15,0
8154,43.1,50.51,2102,92,1212,61,724,11,0
8155,67,53.93,2347,95,2742,30,3722,4,1
8156,26,50.75,770,93,1298,55,1908,10,0
8157,32,51.68,1560,97,2835,36,4725,5,0
8158,63.5,51.9,1589,62,2141,52,1543,15,1
8159,50.3,52.38,2351,68,3430,83,1144,3,0
8160,22.5,52.16,1532,48,973,53,1438,9,1
8161,34.1,45.58,1253,43,1528,78,4565,6,1
8162,44.6,49.42,2014,84,2252,94,1341,4,0
8163,49.4,46.45,1375,67,1116,70,2174,4,1
8164,53.6,49.42,1341,49,2761,59,4431,4,1
8165,67.4,50.6,935,64,1551,42,3369,15,1
8166,47.9,53.19,2272,97,3263,24,228,8,0
8167,37.4,52.35,1947,75,2958,33,1067,5,0
8168,20.2,50.9,2632,47,1784,24,3962,1,1
8169,54.9,49.84,1712,40,1787,50,3896,12,1
8170,36.5,47.92,1924,63,1035,43,3550,7,1
8171,57.2,49.06,1936,49,1507,28,4532,5,1
8172,51.4,48.69,1655,80,2775,46,4636,12,0
8173,52,51.13,972,79,2317,65,2683,10,0
8174,33.8,48.98,626,72,3389,81,3136,3,0
8175,64.8,46.12,1634,70,3282,75,4613,12,1
8176,41.5,53.88,2086,42,1240,25,1319,5,1
8177,40,46.44,1961,73,1831,47,2109,3,0
8178,21.7,53.24,576,88,2862,86,215,2,0
8179,66.1,47.92,1819,61,902,84,3297,6,1
8180,59.4,43.35,2238,85,3370,95,4679,4,1
8181,68.7,44.95,2362,49,2909,89,4217,10,1
8182,20.8,46.68,721,74,2022,41,2467,12,0
8183,36.6,43.75,2989,62,2261,21,1266,8,1
8184,25.2,42.5,629,86,2740,25,2526,11,1
8185,54.8,44.06,1274,57,1115,45,2098,9,1
8186,49.4,53.18,2076,65,2061,58,1410,15,0
8187,67.5,52.18,2920,40,2443,78,3818,14,1
8188,25.1,47.55,927,67,2938,55,1021,15,0
8189,68.9,50.54,1925,61,1371,47,3412,8,1
8190,54.9,43.76,2226,54,1077,23,4006,9,1
8191,22.9,42.49,1399,89,3456,61,2711,4,1
8192,47.2,43.72,1745,89,1785,91,1354,4,1
8193,21.3,45.56,1370,41,3486,60,915,13,1
8194,30,50.01,2317,67,2904,57,194,12,0
8195,23.5,50.99,948,49,1335,80,1935,12,1
8196,29.7,43.86,1825,72,2408,65,4932,3,1
8197,24.7,53.26,579,91,3237,37,1871,3,0
8198,40.1,45.15,2850,43,2818,74,2877,14,1
8199,64.5,50.27,2885,70,2339,47,3265,11,1
8200,63.3,47.96,1070,74,2355,71,476,5,1
8201,70,49.9,1159,56,3233,58,1419,2,1
8202,61.1,50.34,2008,67,2837,43,2741,2,1
8203,43.8,51.82,2132,72,2027,82,3574,7,0
8204,36.3,54,2985,78,1462,81,1980,6,0
8205,57.5,47.06,2204,71,3351,52,2384,5,1
8206,53.5,51.11,858,61,1908,94,2476,12,0
8207,38.1,44.84,1656,57,2470,49,316,7,1
8208,40.2,44.85,1358,49,1766,82,1732,3,1
8209,32.2,51.81,528,73,2719,95,4930,11,0
8210,49.8,43.8,2195,69,3468,21,2271,3,1
8211,31.7,45.43,1122,43,1826,90,1221,2,1
8212,67.2,43.96,1445,44,1826,24,1315,9,1
8213,68.2,52.93,2172,68,3192,30,130,7,1
8214,55.3,52.51,2921,65,3322,25,564,7,1
8215,63.1,53.11,2419,79,2617,40,811,4,1
8216,48,43.16,2902,45,2937,39,721,4,1
8217,63.2,51.09,2699,69,2259,67,789,1,1
8218,38.1,45.03,2963,44,2446,86,1866,6,1
8219,40.7,43.76,1251,84,3220,51,4027,12,1
8220,51.3,46.22,521,47,3289,47,959,6,1
8221,68.7,48.96,2620,41,1021,21,1211,4,1
8222,33.5,44.68,1020,55,3029,59,1843,7,1
8223,22.8,46.12,1804,46,2697,43,2946,8,1
8224,50.7,45.86,1263,94,2831,57,4100,14,0
8225,68.2,44.3,813,41,2570,90,4874,9,1
8226,38.3,45.61,2819,51,2843,93,4842,6,1
8227,24.7,51.38,1589,60,2485,64,3517,3,0
8228,62.5,51.36,1006,96,2263,88,1646,11,1
8229,53,48.55,1801,68,3477,64,3653,13,0
8230,28.7,49.86,1804,42,2975,72,2150,14,1
8231,20.9,47.05,2870,75,3482,70,4945,1,0
8232,48.5,52.66,1358,66,1360,34,376,11,0
8233,69,44.29,1866,88,2304,46,1442,3,1
8234,53.7,47.9,793,72,914,32,153,13,1
8235,52.6,47.81,2001,98,3422,82,558,13,0
8236,23.7,48.03,1759,60,2118,71,3618,13,0
8237,64.7,43.46,925,56,3062,76,1465,8,1
8238,36,44.54,1975,77,1739,38,2258,11,1
8239,47.8,52.91,2139,45,2742,52,4010,13,1
8240,63.7,52.54,795,57,932,65,4106,2,1
8241,65.1,43.42,810,88,3161,54,264,13,1
8242,68.4,44.45,681,80,3046,51,4632,6,1
8243,39.2,46.24,1137,74,2629,32,2986,9,0
8244,59,48.41,1115,73,1084,88,2274,6,1
8245,38.7,53.56,2653,41,3042,22,3541,9,1
8246,23.3,48.74,2293,73,2875,81,1912,4,0
8247,26.3,43,904,91,1436,35,2689,11,1
8248,29.5,48.09,2910,98,2756,74,346,15,0
8249,63.7,50.49,713,95,2938,49,2080,1,1
8250,52.3,51.84,1292,82,2750,58,2943,7,0
8251,51.3,47.09,2209,56,3148,68,2446,13,0
8252,30.4,42.1,1630,43,3081,89,2205,4,1
8253,44.4,52.11,736,72,2127,28,2683,12,0
8254,54.5,50.89,2399,80,2801,55,4561,9,0
8255,33.3,45.73,2015,67,1058,42,4413,12,1
8256,50.8,42.11,2550,100,3205,91,1292,14,1
8257,59.3,50.64,755,89,1692,47,4714,14,1
8258,30.2,50.99,1195,81,1809,79,423,1,0
8259,20,43.12,2352,66,1851,41,2473,7,1
8260,54.3,42.45,2262,77,1023,41,1933,10,1
8261,55.4,47.32,2325,93,2871,41,3999,11,1
8262,42.3,49.53,618,62,3358,95,2224,2,0
8263,60.8,53.97,2409,86,2878,27,4338,7,1
8264,54.2,53.98,1987,65,1557,89,3579,3,0
8265,20.5,53.58,2397,80,1414,53,4007,11,0
8266,20.6,51.33,638,70,2721,34,166,15,0
8267,53.3,42.94,1103,54,836,59,4594,9,1
8268,45.8,42.67,2100,48,3016,53,778,13,1
8269,32.6,53.79,2803,100,2465,32,2476,13,0
8270,60.7,48.3,994,91,1402,74,1528,15,1
8271,31.7,49.02,2761,57,1152,47,2588,1,1
8272,36.3,45.28,925,44,2754,70,4426,11,1
8273,49.1,47.1,2527,46,3053,69,2227,8,1
8274,33,43.97,639,62,901,47,4781,15,1
8275,37.8,49.85,590,68,2548,73,2220,12,0
8276,68.5,49.07,1544,43,3029,28,4427,10,1
8277,59.5,50.83,2537,75,2863,65,630,4,1
8278,31.1,49.41,1705,51,2838,34,1163,10,1
8279,31.6,43.63,2932,79,876,62,4152,13,1
8280,36,45.73,585,41,3457,27,197,1,1
8281,33.9,53.18,531,60,2838,44,3565,14,0
8282,55,50.25,2347,41,1058,81,4455,13,1
8283,39.3,45.61,1421,52,1717,34,2631,8,1
8284,24.8,44.45,932,76,1682,38,596,15,1
8285,39.9,48.49,1717,86,1672,30,3102,8,0
8286,47.2,46.67,624,91,2733,83,638,9,0
8287,49.7,49.67,598,77,3144,63,1171,15,0
8288,55.6,47.73,1562,52,1985,86,2379,11,1
8289,67.1,44.33,573,63,1893,86,540,13,1
8290,56.7,47.63,2040,58,2462,30,2657,6,1
8291,51.6,52.12,1355,66,3285,58,4458,4,0
8292,34,52.94,1217,89,3337,63,4628,11,0
8293,32,48.9,1344,59,2388,64,2688,10,0
8294,22.1,47.26,2573,99,2881,39,4425,9,0
8295,31.9,50.89,874,98,2238,65,1692,3,0
8296,69,46.93,875,64,3452,44,4355,5,1
8297,43.5,45.93,2059,65,2395,59,2754,15,0
8298,45.3,43.08,1127,45,1952,89,1389,7,1
8299,20.8,45.74,1540,89,2369,29,2916,12,0
8300,39.9,46.68,2202,42,934,78,457,12,1
8301,22.2,51.34,2861,45,866,94,4563,4,1
8302,30.7,47.9,1899,57,2846,84,1334,11,0
8303,50.5,51.14,2208,51,3250,94,3585,8,1
8304,33.4,53.85,2222,61,1964,60,2984,10,0
8305,32.8,47.23,786,42,1337,67,4001,4,1
8306,59.2,44.24,1765,83,1260,59,3482,8,1
8307,27.2,53.97,597,88,2667,35,936,4,0
8308,52.1,43.27,2056,53,1328,43,1495,10,1
8309,56.7,50.17,2336,84,2557,67,2151,14,1
8310,67.3,48.43,2277,42,1045,43,4745,11,1
8311,49.5,49.99,677,67,2557,31,4334,11,0
8312,21.2,51.83,814,55,2200,25,2612,10,0
8313,20,52.76,2791,84,2345,77,2349,13,0
8314,48.7,42.28,999,65,2885,63,122,6,1
8315,23.4,42.1,1153,84,2087,37,4551,2,1
8316,66.1,45.59,1806,99,2481,24,2821,11,1
8317,33.1,51.94,1126,82,2230,23,2491,10,0
8318,61.2,50.77,2035,52,2464,71,1076,3,1
8319,48.5,51.51,631,96,3305,78,752,13,0
8320,50.5,49.72,1184,100,1981,52,1256,3,0
8321,58,45.77,2745,71,2352,22,2619,4,1
8322,44.7,44.21,658,88,1722,47,4864,3,1
8323,61.4,46.46,909,73,1246,78,3124,15,1
8324,34.9,49.27,1452,74,1917,35,3934,5,0
8325,43.9,50.29,2904,45,1436,87,2217,13,1
8326,55.1,51.02,1845,45,1446,92,409,12,1
8327,61.3,49.02,618,86,1214,67,1067,9,1
8328,42.8,48.69,1142,65,1696,94,539,1,0
8329,51.8,49.07,2294,98,3015,49,1403,6,0
8330,30.9,43.58,1399,60,1832,24,2159,12,1
8331,56.5,43.35,541,96,1321,89,4066,3,1
8332,56.4,42.84,1495,82,1070,21,1433,11,1
8333,61.8,52.05,2267,78,1283,92,1544,13,1
8334,66.2,52.71,2360,67,1796,39,3190,14,1
8335,51.7,46.68,1745,67,951,87,3637,11,1
8336,35,43.84,1204,53,2911,32,4837,14,1
8337,47.9,51.33,1551,76,2334,53,2776,14,0
8338,50.9,52.81,1459,74,1176,38,1125,6,1
8339,30.7,43.7,1844,44,3395,73,401,7,1
8340,69.1,46.04,2044,92,3358,75,1502,4,1
8341,33.4,51.64,1051,98,2770,53,4748,11,0
8342,33.9,48.13,566,96,1752,76,2137,5,0
8343,28.7,50.27,2848,94,3149,26,1443,13,0
8344,31.2,49.18,2090,50,3035,58,1958,7,1
8345,41.9,44.82,917,60,3034,77,127,4,1
8346,47.4,45.76,2027,73,1341,66,1534,6,0
8347,54.8,52.57,2344,44,803,64,178,13,1
8348,40.8,53.88,974,89,3250,33,3104,13,0
8349,27.4,44.33,2900,44,1973,71,4035,6,1
8350,33.3,43.02,648,59,2115,35,3587,9,1
8351,62.7,44.29,1172,88,936,60,672,9,1
8352,38.9,43.36,1947,79,2758,35,4245,8,1
8353,35.8,50.54,1072,100,1503,54,1301,10,0
8354,48,45.37,1022,84,2679,44,745,5,0
8355,48.6,44.7,2767,78,1094,34,4558,6,1
8356,52.3,46.46,1671,59,2258,31,2598,7,0
8357,51.4,46.86,947,76,995,46,4333,6,1
8358,68.9,46.84,1962,77,3058,66,1221,1,1
8359,68.5,47.63,2789,76,808,60,4499,8,1
8360,52.1,45.35,1138,96,2660,87,1002,14,0
8361,36.7,51.38,2264,44,2618,46,4074,1,1
8362,29.3,45.13,2002,67,1980,36,1191,11,0
8363,32.3,50.84,979,54,2689,78,4073,14,1
8364,41.9,42.84,1588,90,1371,48,4916,6,1
8365,36.3,47.3,2616,51,3072,65,298,7,1
8366,43.7,47.65,1594,98,1559,94,3716,2,0
8367,42.8,46.46,756,77,3065,86,1579,9,0
8368,22.3,47.31,1381,85,2240,73,3344,9,0
8369,44.8,45.49,1373,46,1024,43,2095,14,1
8370,68.8,51,1150,89,2438,41,831,10,1
8371,63.7,42.33,1875,81,2940,82,4549,2,1
8372,41.7,44.56,862,72,2428,51,3685,3,1
8373,51.4,45.48,2406,40,2622,71,3375,9,1
8374,64.3,53.47,2421,90,2044,26,4232,4,1
8375,68.3,44.91,1136,65,3042,31,830,2,1
8376,24.6,43.91,1835,60,1716,89,4186,1,1
8377,61.5,49.08,1023,72,3269,22,3212,11,1
8378,62.8,49.3,2128,41,3259,27,3450,12,1
8379,42.6,53.07,2487,57,3290,87,1138,14,0
8380,56.2,46.35,1085,60,3105,28,3713,5,1
8381,67.3,51.58,1521,72,1138,48,217,9,1
8382,69.8,43.64,1044,87,944,41,787,11,1
8383,42.4,42.9,703,55,1995,55,1544,11,1
8384,51.9,51.36,2347,71,1520,38,3618,7,0
8385,20,47.32,2403,45,846,50,2924,1,1
8386,65.8,44.17,2165,96,2500,50,1693,4,1
8387,45.8,43.11,1207,40,1094,27,2294,10,1
8388,31.7,42.68,1826,100,1991,84,751,13,1
8389,57.6,51.65,1609,61,1162,51,4315,13,1
8390,58.2,47.17,1520,60,1307,59,540,5,1
8391,23.2,50.56,1245,71,2053,66,350,3,0
8392,22.3,43.99,2708,94,3004,42,339,10,1
8393,27.4,53.1,1699,56,1478,37,382,11,0
8394,67.7,49.47,1306,77,1526,31,4457,3,1
8395,33.8,48.64,1315,96,2393,80,1167,9,0
8396,45.3,42.6,2522,98,3194,77,1702,14,1
8397,25.3,52.81,591,73,3347,72,4659,12,0
8398,64.2,43.65,2326,48,1744,78,2648,10,1
8399,50.1,53.54,2342,64,1684,70,3106,11,0
8400,33.8,51.29,667,83,1931,41,4255,2,0
8401,63.9,49.64,919,73,2928,61,3199,6,1
8402,42,48.44,2481,92,973,36,3960,11,1
8403,23.1,45.1,1896,48,3325,85,1240,11,1
8404,48.5,47.65,2730,90,3324,35,948,3,0
8405,62.5,50.71,1092,80,2515,54,773,4,1
8406,46.3,45.48,750,62,2766,37,2272,3,0
8407,55.6,43.51,1235,49,913,83,1241,11,1
8408,56.8,50.85,2327,94,1079,59,4206,3,1
8409,29.8,49.37,2704,61,3127,80,317,15,0
8410,67.1,50.15,2309,55,2796,45,3395,14,1
8411,46.9,42.7,613,86,1247,70,240,1,1
8412,23.1,46.69,1386,91,3031,57,3335,4,0
8413,21.9,49.44,1047,83,2439,27,4999,4,0
8414,31.4,45.92,1928,73,1097,29,4761,2,1
8415,48.2,42.77,1741,78,2260,46,4501,12,1
8416,41.2,50.52,1349,47,1937,56,3003,4,1
8417,41.3,48.54,2294,69,3045,79,1896,15,0
8418,24.1,49.74,1616,64,1678,84,3381,8,0
8419,24.4,52.68,1473,100,3010,37,1142,3,0
8420,33,50.55,1497,48,1187,30,2242,13,1
8421,68.1,53.17,1112,74,2009,58,1989,1,1
8422,46.2,53.4,997,40,3319,53,1357,6,1
8423,20.8,47.5,1996,53,1607,74,848,15,1
8424,52.3,49.58,604,75,2617,93,3039,4,0
8425,36.5,53.66,2213,64,1705,34,240,6,0
8426,42.8,43.89,1719,71,1226,30,4838,12,1
8427,36.2,43.23,1087,80,1522,92,766,11,1
8428,27.2,46.82,2052,49,3044,58,1847,12,1
8429,52.6,49.67,1426,97,1316,54,4040,14,0
8430,45.2,49.31,2291,90,1880,64,3392,2,0
8431,68.6,46.25,2259,70,2398,31,4412,5,1
8432,24.8,53.38,1669,93,2863,77,4457,12,0
8433,29.7,42.47,1635,69,1020,55,103,6,1
8434,29.6,49.63,2289,76,2965,51,3609,2,0
8435,64.6,52.71,1581,65,1271,48,2259,13,1
8436,55.9,51.02,2063,78,837,36,1732,1,1
8437,67.6,45.69,2200,51,1858,64,2020,10,1
8438,53.2,48.86,1256,58,2377,51,4430,9,0
8439,53.6,46.66,2701,66,3477,20,486,1,0
8440,24.7,46,2080,94,3082,38,1170,13,0
8441,39.5,48.92,1683,83,3353,31,3404,4,0
8442,25.8,50.54,2064,72,1774,73,3896,14,0
8443,43.9,46.22,1546,66,1826,86,1795,6,0
8444,25.2,53.87,556,43,1448,46,2877,12,1
8445,25.1,48.11,2864,88,2239,70,3463,15,0
8446,45.3,48.72,2025,84,3005,63,4731,4,0
8447,48.6,43.42,2365,48,850,23,2813,9,1
8448,65.7,45.14,1329,98,3093,48,2472,9,1
8449,27.8,51.96,2728,49,2102,81,979,12,1
8450,20.4,42.2,1546,62,1556,50,2402,12,1
8451,23.4,49.62,929,99,1971,32,1949,9,0
8452,32.7,52.23,1974,64,3483,20,3788,2,0
8453,25.2,44,1675,61,2758,64,2739,1,1
8454,35.5,44.66,923,82,1129,48,947,12,1
8455,32.7,48.79,1776,64,2289,30,4888,6,0
8456,46.2,46.16,2578,55,1271,70,1159,10,0
8457,65,43.37,1879,43,1776,82,1082,11,1
8458,46.6,51.81,853,93,1125,41,2664,8,1
8459,69.1,44.71,524,84,2115,73,628,5,1
8460,65.1,43.15,1843,43,3031,33,4808,12,1
8461,65.8,51.2,2773,44,1172,21,4950,3,1
8462,49.8,52.38,844,61,2274,44,3641,10,0
8463,30.6,52.86,2904,83,1486,68,1015,4,0
8464,69.9,46.08,1398,69,1298,66,1461,1,1
8465,49,46.63,1056,78,914,47,3645,12,1
8466,68.7,51.82,1713,91,3363,87,208,9,1
8467,38.2,52.58,584,79,2716,72,2405,10,0
8468,38.9,42.42,1799,60,3374,46,1667,12,1
8469,44.7,46.05,2697,67,2756,37,340,9,0
8470,29.6,42.84,1429,76,1120,94,3654,12,1
8471,49.1,48.55,2081,86,3497,62,3912,12,0
8472,43.5,48.5,2502,61,1460,23,2192,12,0
8473,66.5,44.44,2443,54,2277,70,1689,2,1
8474,57.2,53.75,1985,75,1503,76,352,13,1
8475,50.8,51.56,1681,60,1428,74,1478,6,0
8476,53.2,46.49,928,97,1952,56,3284,1,0
8477,52,46.91,2482,52,3163,94,1335,14,1
8478,54.6,53.24,1252,50,1809,69,3609,5,1
8479,22,49.62,1759,49,3044,62,4347,14,1
8480,32.3,42.95,1455,69,1037,42,2492,2,1
8481,45.7,42.09,2832,85,2400,75,3717,9,1
8482,50.2,45.97,1843,99,3169,51,2939,11,0
8483,50.3,52.47,2150,67,1478,76,3079,4,0
8484,30.7,53.17,2707,41,1676,21,2869,11,1
8485,22.8,47.31,947,69,1144,47,3863,12,1
8486,21,43.5,1189,53,2972,92,4990,3,1
8487,22.7,50.72,2825,66,2990,75,4679,12,0
8488,62.6,44.12,2535,94,3331,83,371,12,1
8489,24.9,47.48,786,61,2172,37,3543,15,0
8490,22.1,46.91,2121,44,1556,27,2874,15,1
8491,56.3,45.69,2791,89,1138,31,2753,4,1
8492,49.6,42.48,1187,45,2864,21,827,11,1
8493,41.9,49.1,1602,51,1800,51,1493,5,1
8494,49.7,51.22,825,57,2414,82,2501,4,0
8495,69.1,46.7,2581,81,3055,41,2457,5,1
8496,24.8,46.25,2526,75,1617,43,2231,9,0
8497,21.9,45.12,2618,93,2752,85,292,3,0
8498,51.7,43.68,1659,75,1621,41,4357,10,1
8499,24.4,49.38,755,54,2078,93,2512,8,1
8500,37.4,50.93,1849,80,2759,30,1706,1,0
8501,28.4,45.92,1571,89,904,69,686,11,1
8502,48.8,42.87,1021,68,2294,48,2406,5,1
8503,66.8,53.23,2273,78,1577,25,4531,9,1
8504,32,43.87,1927,48,2924,58,1123,13,1
8505,42.6,49.27,2847,50,2463,20,2974,1,1
8506,67,45.12,1607,62,1916,25,1651,14,1
8507,47.1,51.46,851,45,3337,28,1343,6,1
8508,24.4,49.45,1763,55,1671,89,944,1,0
8509,44.9,44.78,2452,56,1649,35,1286,5,1
8510,50.6,48.35,2620,75,1624,61,2111,2,0
8511,22.6,46.84,767,45,2510,76,1012,11,1
8512,65.1,47.54,820,59,1723,72,1517,12,1
8513,59,45.31,963,45,3363,85,2265,12,1
8514,59.7,53.69,1123,54,2219,82,1792,4,1
8515,41.7,50.32,1355,90,1618,66,112,7,0
8516,28.7,44.76,1772,57,1893,44,4682,7,1
8517,24.5,49.46,1685,55,1841,93,1568,15,0
8518,59.9,50.03,1873,65,869,37,3951,10,1
8519,56.2,47.25,1180,82,1620,77,992,8,1
8520,36.9,44.23,2267,54,2812,29,4370,9,1
8521,68.5,44.51,1405,78,1768,32,633,10,1
8522,29.4,49.52,2655,87,1535,59,3472,14,0
8523,27,49.83,2462,74,3227,80,510,4,0
8524,34.4,43.19,2132,78,2771,83,2963,9,1
8525,27.2,48.63,1982,45,1815,38,3636,12,1
8526,32.3,51.88,1186,96,847,32,1455,14,1
8527,52.5,42.78,2751,41,865,48,1974,13,1
8528,59.8,51.81,1027,100,889,39,590,4,1
8529,67.1,53.64,1452,96,2909,34,2105,7,1
8530,63.2,49.41,2965,91,831,67,781,12,1
8531,46.6,46.12,1119,93,1209,53,972,5,0
8532,44.3,44.41,765,100,3275,56,3312,3,1
8533,38.3,50.01,1529,45,2980,67,2176,15,1
8534,26.4,43.03,1155,100,1145,60,1754,9,1
8535,24.5,45.36,1633,96,2412,88,2378,4,0
8536,26.6,53.73,1445,87,1635,37,3609,4,0
8537,25,42.32,1969,81,2688,47,618,2,1
8538,41,46.65,1594,85,2440,50,2587,6,0
8539,43.6,44.93,1610,69,2983,31,335,2,1
8540,29.2,51.91,2969,43,2910,52,3808,8,1
8541,35.3,53.1,1730,99,2150,62,3167,11,0
8542,26.6,51.33,783,93,1063,39,2703,12,1
8543,64.7,44.63,1760,67,2051,20,4497,11,1
8544,63.9,52.13,1641,47,1799,33,4021,5,1
8545,69.7,48.66,1453,60,2087,59,343,3,1
8546,66.5,44.13,1025,77,3254,71,344,5,1
8547,57.9,52.92,2236,75,2748,27,3282,14,1
8548,64.3,45.08,1246,83,2947,67,2985,5,1
8549,68.1,50.71,1884,50,1932,23,2854,15,1
8550,52.7,44.74,1392,43,2667,94,3280,7,1
8551,57.3,51.64,1569,74,3098,84,3379,2,1
8552,57.9,45.08,2297,80,3262,38,2804,3,1
8553,39.1,46.68,2814,48,1949,28,390,13,1
8554,26.6,47.57,1245,55,901,57,1377,11,1
8555,39.6,46.02,2294,53,3451,87,1118,3,1
8556,47.5,49.34,1380,44,3205,29,1240,15,1
8557,36.4,52.68,1651,56,2054,73,1279,1,0
8558,38.5,52.81,2807,100,1709,49,3579,8,0
8559,20.6,48.56,1973,81,909,23,689,9,1
8560,20.9,53.83,1208,90,3118,51,433,12,0
8561,52.9,52.11,1833,61,1095,59,1249,10,1
8562,35.9,46.88,1170,64,1131,82,586,2,1
8563,38.2,50.07,1947,68,2847,75,2180,5,0
8564,40.6,44.25,1616,49,1863,62,4551,3,1
8565,40.9,42.24,655,75,3027,62,4533,1,1
8566,32.6,51.7,2829,95,1708,59,2606,3,0
8567,40.5,45.78,2460,79,1032,85,1163,3,1
8568,56.2,42.54,1563,94,1724,31,3534,3,1
8569,20.6,45.26,709,78,2898,48,1506,14,0
8570,21.8,45.96,1806,49,2790,32,448,8,1
8571,54.6,48.32,2747,85,1187,65,347,10,1
8572,65.8,45.21,1096,55,3115,88,281,4,1
8573,42.5,53.86,2025,70,1333,65,4056,6,0
8574,33.5,50.44,2755,96,2419,55,3131,5,0
8575,32.5,51.02,1223,64,2561,85,713,13,0
8576,64.5,51.38,2731,54,2689,45,3639,13,1
8577,51.5,48.51,2048,96,913,52,2061,5,1
8578,68,45.19,1701,88,2389,49,1632,10,1
8579,68.9,53.14,2750,97,3316,81,702,15,1
8580,46.7,51.51,1046,69,1899,71,3169,15,0
8581,53.7,42.25,1447,95,2987,31,3797,9,1
8582,21.3,52.2,2183,57,3411,75,1131,9,0
8583,33.5,53.17,2857,92,850,60,539,13,1
8584,20.4,45.18,1912,63,2877,27,4116,8,0
8585,30,46.2,1462,87,3363,31,2735,7,0
8586,43.3,42.53,655,60,2064,21,4611,4,1
8587,45.9,48.23,2290,89,2987,69,3330,10,0
8588,26.9,50.67,2107,56,1869,84,534,6,0
8589,50.6,44.99,1610,54,1826,88,3222,8,1
8590,47.9,50.09,2851,93,1703,29,2527,15,0
8591,40.3,50.9,1310,97,1447,70,2935,11,0
8592,55.4,45.27,1018,58,2726,79,2224,10,1
8593,39.6,44.58,1205,96,1308,85,3241,2,1
8594,50.4,43.51,2533,50,2526,45,2129,14,1
8595,63.3,43.2,1807,81,1335,38,1612,7,1
8596,58.2,43.9,2589,86,3259,36,4627,5,1
8597,42.5,51.16,1272,47,1840,57,1063,12,1
8598,37.4,45.97,2951,77,2228,76,1791,1,0
8599,29.7,51.39,2762,68,1853,47,1994,13,0
8600,48.4,43.53,1871,56,3361,62,1230,6,1
8601,31.2,47.37,2814,89,1338,49,1526,12,0
8602,65.7,51.05,2648,42,2582,31,723,5,1
8603,25.5,48.84,1298,100,2802,52,1340,4,0
8604,41.9,45.6,557,84,1371,29,298,9,0
8605,54.5,46.23,1232,94,2058,56,3917,1,0
8606,20.6,46.36,1713,82,1694,52,990,3,0
8607,46.8,42.56,1715,87,2356,59,698,1,1
8608,23.2,50.1,1046,88,2063,63,841,6,0
8609,48.6,52.81,610,98,1842,82,325,8,0
8610,58,44.47,2482,63,2160,45,2012,1,1
8611,22.5,49.6,721,49,2840,52,4149,10,1
8612,32,48.99,631,86,916,48,3652,10,1
8613,55,45.56,824,96,801,67,3200,9,1
8614,35.3,50.11,1272,51,2293,73,1573,13,1
8615,23.4,51.6,1525,49,1558,67,3940,13,1
8616,53.1,53.46,798,72,1060,25,4100,14,1
8617,21.4,49.19,2639,87,2174,34,3619,4,0
8618,22.4,42.68,1370,96,2478,63,3368,13,1
8619,28.7,47.95,2477,78,2013,53,4094,4,0
8620,33,45.6,1520,95,3087,56,4828,9,0
8621,47.9,43.42,1106,63,831,72,4034,14,1
8622,20.9,47.07,1998,58,3065,52,1754,15,0
8623,48.7,46.65,1243,74,1466,73,3754,15,0
8624,52.5,46.1,839,99,2936,66,562,1,0
8625,38.5,48.32,1551,92,1725,93,4751,14,0
